"","OBEC","NAZEVOBCE","NAZEVNUTS","HLASY_07","PL_HL_CELK","zeman_pct"
"768",567612,"Kostomlaty pod Milešovkou","Teplice",240,437,54.9199084668192
"769",594202,"Jevišovice","Znojmo",285,519,54.9132947976879
"770",562921,"Verneřice","Děčín",252,459,54.9019607843137
"771",579173,"Dolní Olešnice","Trutnov",101,184,54.8913043478261
"772",530191,"Mnichovice","Benešov",73,133,54.8872180451128
"773",562530,"Chřibská","Děčín",309,563,54.8845470692718
"774",581861,"Kuničky","Blansko",90,164,54.8780487804878
"775",530140,"Milínov","Plzeň-jih",62,113,54.8672566371681
"776",535371,"Nákří","České Budějovice",62,113,54.8672566371681
"777",583201,"Ketkovice","Brno-venkov",186,339,54.8672566371681
"778",594105,"Horní Kounice","Znojmo",96,175,54.8571428571429
"779",534013,"Černíny","Kutná Hora",130,237,54.8523206751055
"780",558605,"Ždírec","Plzeň-jih",130,237,54.8523206751055
"781",554448,"Všepadly","Domažlice",17,31,54.8387096774194
"782",541362,"Zadní Chodov","Tachov",57,104,54.8076923076923
"783",546143,"Dešná","Jindřichův Hradec",137,250,54.8
"784",539023,"Třebeň","Cheb",109,199,54.7738693467337
"785",593010,"Drysice","Vyškov",132,241,54.7717842323651
"786",569267,"Hlinsko","Přerov",69,126,54.7619047619048
"787",589276,"Bílovice-Lutotín","Prostějov",161,294,54.7619047619048
"788",596582,"Rojetín","Brno-venkov",23,42,54.7619047619048
"789",596744,"Sklené nad Oslavou","Žďár nad Sázavou",69,126,54.7619047619048
"790",598232,"Hrčava","Frýdek-Místek",69,126,54.7619047619048
"791",547000,"Životice u Nového Jičína","Nový Jičín",185,338,54.7337278106509
"792",546071,"Račetice","Chomutov",110,201,54.726368159204
"793",544639,"Jílovice","České Budějovice",279,510,54.7058823529412
"794",565237,"Lukavec","Litoměřice",93,170,54.7058823529412
"795",552739,"Horní Suchá","Karviná",1013,1852,54.6976241900648
"796",597210,"Brantice","Bruntál",332,607,54.6952224052718
"797",550507,"Litohoř","Třebíč",134,245,54.6938775510204
"798",593982,"Dyjákovičky","Znojmo",134,245,54.6938775510204
"799",554189,"Rybník","Domažlice",35,64,54.6875
"800",570761,"Ujkovice","Mladá Boleslav",35,64,54.6875
"801",555622,"Štědrá","Karlovy Vary",117,214,54.6728971962617
"802",569666,"Hladké Životice","Nový Jičín",275,503,54.6719681908549
"803",589578,"Ivaň","Prostějov",129,236,54.6610169491525
"804",512826,"Buk","Přerov",112,205,54.6341463414634
"805",517569,"Radvanice","Přerov",65,119,54.6218487394958
"806",588890,"Pravčice","Kroměříž",225,412,54.6116504854369
"807",578541,"Jarov","Plzeň-jih",77,141,54.6099290780142
"808",587982,"Suchá","Jihlava",77,141,54.6099290780142
"809",590851,"Kojatice","Třebíč",83,152,54.6052631578947
"810",515191,"Lobodice","Přerov",178,326,54.601226993865
"811",517844,"Soběchleby","Přerov",184,337,54.5994065281899
"812",570141,"Drozdov","Šumperk",113,207,54.5893719806763
"813",580074,"Damníkov","Ústí nad Orlicí",185,339,54.5722713864307
"814",562980,"Bílence","Chomutov",66,121,54.5454545454545
"815",570052,"Hrádek","Hradec Králové",66,121,54.5454545454545
"816",574325,"Gruna","Svitavy",66,121,54.5454545454545
"817",587648,"Otín","Jihlava",30,55,54.5454545454545
"818",590096,"Šubířov","Prostějov",60,110,54.5454545454545
"819",599476,"Církvice","Kolín",48,88,54.5454545454545
"820",597180,"Bruntál","Bruntál",3445,6321,54.5008701154881
"821",573167,"Markvartice","Jičín",134,246,54.4715447154472
"822",536253,"Bohdalovice","Český Krumlov",61,112,54.4642857142857
"823",595888,"Kozlov","Žďár nad Sázavou",55,101,54.4554455445545
"824",567311,"Meziboří","Most",1156,2123,54.4512482336317
"825",559083,"Krašovice","Plzeň-sever",104,191,54.4502617801047
"826",590631,"Horní Heřmanice","Třebíč",43,79,54.4303797468354
"827",541435,"Únehle","Tachov",37,68,54.4117647058823
"828",542229,"Petrovice","Rakovník",74,136,54.4117647058823
"829",567108,"Český Jiřetín","Most",31,57,54.3859649122807
"830",540684,"Písečná","Jeseník",242,445,54.3820224719101
"831",552267,"Senička","Olomouc",112,206,54.3689320388349
"832",534293,"Soběšín","Kutná Hora",50,92,54.3478260869565
"833",584355,"Brod nad Dyjí","Břeclav",125,230,54.3478260869565
"834",587770,"Milešín","Žďár nad Sázavou",25,46,54.3478260869565
"835",593753,"Bítov","Znojmo",50,92,54.3478260869565
"836",594172,"Chvalovice","Znojmo",163,300,54.3333333333333
"837",588075,"Ústí","Jihlava",69,127,54.3307086614173
"838",564729,"Děčany","Litoměřice",88,162,54.320987654321
"839",571300,"Dědová","Chrudim",44,81,54.320987654321
"840",596671,"Rudolec","Žďár nad Sázavou",63,116,54.3103448275862
"841",598925,"Albrechtice","Karviná",1048,1930,54.300518134715
"842",546011,"Jimlín","Louny",209,385,54.2857142857143
"843",573574,"Chřenovice","Havlíčkův Brod",38,70,54.2857142857143
"844",563404,"Vejprty","Chomutov",463,853,54.2790152403283
"845",542016,"Lišany","Rakovník",178,328,54.2682926829268
"846",547841,"Vyžice","Chrudim",70,129,54.2635658914729
"847",583359,"Maršov","Brno-venkov",140,258,54.2635658914729
"848",596841,"Světnov","Žďár nad Sázavou",140,258,54.2635658914729
"849",598500,"Krty","Rakovník",32,59,54.2372881355932
"850",572071,"Prachovice","Chrudim",295,544,54.2279411764706
"851",532649,"Popovice","Benešov",90,166,54.2168674698795
"852",592188,"Horní Němčí","Uherské Hradiště",238,439,54.2141230068337
"853",552429,"Svésedlice","Olomouc",58,107,54.2056074766355
"854",562408,"Dobkovice","Děčín",174,321,54.2056074766355
"855",563200,"Málkov","Chomutov",232,428,54.2056074766355
"856",541907,"Kounov","Rakovník",117,216,54.1666666666667
"857",562491,"Kačlehy","Jindřichův Hradec",26,48,54.1666666666667
"858",572489,"Vinary","Ústí nad Orlicí",39,72,54.1666666666667
"859",597724,"Razová","Bruntál",117,216,54.1666666666667
"860",597996,"Zlaté Hory","Jeseník",878,1621,54.1640962368908
"861",546861,"Dobroměřice","Louny",397,733,54.1609822646658
"862",567809,"Rtyně nad Bílinou","Teplice",202,373,54.1554959785523
"863",565113,"Lhotka nad Labem","Litoměřice",85,157,54.140127388535
"864",584878,"Sedlec","Břeclav",203,375,54.1333333333333
"865",599077,"Petrovice u Karviné","Karviná",1284,2372,54.1315345699831
"866",592633,"Stupava","Uherské Hradiště",59,109,54.1284403669725
"867",554022,"Neuměř","Domažlice",46,85,54.1176470588235
"868",549002,"Včelnička","Pelhřimov",66,122,54.0983606557377
"869",563013,"Březno","Chomutov",330,610,54.0983606557377
"870",566705,"Borovno","Plzeň-jih",33,61,54.0983606557377
"871",569089,"Maleč","Havlíčkův Brod",198,366,54.0983606557377
"872",594938,"Tavíkovice","Znojmo",152,281,54.0925266903915
"873",553638,"Tachov","Česká Lípa",40,74,54.0540540540541
"874",565105,"Levín","Litoměřice",40,74,54.0540540540541
"875",584193,"Zálesná Zhoř","Brno-venkov",20,37,54.0540540540541
"876",599484,"Krychnov","Kolín",40,74,54.0540540540541
"877",553531,"Černíkov","Klatovy",87,161,54.0372670807453
"878",559261,"Nečtiny","Plzeň-sever",174,322,54.0372670807453
"879",597988,"Zátor","Bruntál",308,570,54.0350877192982
"880",547123,"Komárov","Olomouc",67,124,54.0322580645161
"881",545449,"Bujanov","Český Krumlov",114,211,54.0284360189574
"882",573353,"Bukvice","Jičín",47,87,54.0229885057471
"883",551767,"Staré Město","Bruntál",215,398,54.0201005025126
"884",506451,"Březová","Opava",410,759,54.0184453227931
"885",591645,"Římov","Třebíč",121,224,54.0178571428571
"886",540544,"Oskava","Šumperk",343,635,54.0157480314961
"887",588822,"Osíčko","Kroměříž",128,237,54.0084388185654
"888",552518,"Nošovice","Frýdek-Místek",290,537,54.0037243947858
"889",531481,"Horušice","Kutná Hora",54,100,54
"890",544680,"Janov","Děčín",108,200,54
"891",578614,"Tojice","Plzeň-jih",27,50,54
"892",596213,"Nová Ves","Žďár nad Sázavou",61,113,53.9823008849557
"893",523453,"Žákovice","Přerov",68,126,53.968253968254
"894",586251,"Kelčany","Hodonín",68,126,53.968253968254
"895",597481,"Karlovice","Bruntál",272,504,53.968253968254
"896",588636,"Kurovice","Kroměříž",82,152,53.9473684210526
"897",568163,"Žermanice","Frýdek-Místek",89,165,53.9393939393939
"898",548090,"Kaliště","Pelhřimov",96,178,53.9325842696629
"899",571903,"Načešice","Chrudim",158,293,53.9249146757679
"900",584223,"Zbýšov","Brno-venkov",881,1634,53.9167686658507
"901",574058,"Heřmánkovice","Náchod",124,230,53.9130434782609
"902",554260,"Srbice","Domažlice",125,232,53.8793103448276
"903",568091,"Malé Březno","Ústí nad Labem",132,245,53.8775510204082
"904",593087,"Hvězdlice","Vyškov",146,271,53.8745387453875
"905",538019,"Černava","Karlovy Vary",84,156,53.8461538461538
"906",539783,"Oplot","Plzeň-jih",98,182,53.8461538461538
"907",539937,"Skašov","Plzeň-jih",56,104,53.8461538461538
"908",559377,"Pňovany","Plzeň-sever",119,221,53.8461538461538
"909",566080,"Čečovice","Domažlice",14,26,53.8461538461538
"910",568546,"Kunín","Nový Jičín",457,849,53.8280329799764
"911",594873,"Šanov","Znojmo",311,578,53.8062283737024
"912",553441,"Bělá nad Radbuzou","Domažlice",376,699,53.79113018598
"913",558711,"Čeminy","Plzeň-sever",71,132,53.7878787878788
"914",569551,"Nové Heřminovy","Bruntál",71,132,53.7878787878788
"915",561231,"Sulislav","Tachov",64,119,53.781512605042
"916",580635,"Luková","Ústí nad Orlicí",192,357,53.781512605042
"917",589535,"Hrdibořice","Prostějov",64,119,53.781512605042
"918",517666,"Říkovice","Přerov",114,212,53.7735849056604
"919",594806,"Starý Petřín","Znojmo",57,106,53.7735849056604
"920",534889,"Starý Vestec","Nymburk",50,93,53.763440860215
"921",554359,"Trhanov","Domažlice",143,266,53.7593984962406
"922",565288,"Karlova Ves","Rakovník",43,80,53.75
"923",569194,"Grymov","Přerov",43,80,53.75
"924",539945,"Dolce","Plzeň-jih",79,147,53.7414965986395
"925",558656,"Bezvěrov","Plzeň-sever",151,281,53.7366548042705
"926",548880,"Sukorady","Jičín",72,134,53.7313432835821
"927",563315,"Kryštofovy Hamry","Chomutov",36,67,53.7313432835821
"928",566241,"Chožov","Louny",108,201,53.7313432835821
"929",583723,"Přibyslavice","Brno-venkov",137,255,53.7254901960784
"930",542296,"Nezdice","Plzeň-jih",58,108,53.7037037037037
"931",550311,"Třesov","Třebíč",29,54,53.7037037037037
"932",560511,"Řemíčov","Tábor",29,54,53.7037037037037
"933",562742,"Bořetín","Jindřichův Hradec",29,54,53.7037037037037
"934",575933,"Vápno","Pardubice",29,54,53.7037037037037
"935",562947,"Vilémov","Děčín",225,419,53.6992840095465
"936",596612,"Rovečné","Žďár nad Sázavou",196,365,53.6986301369863
"937",515418,"Milenov","Přerov",109,203,53.6945812807882
"938",589403,"Čelechovice na Hané","Prostějov",335,624,53.6858974358974
"939",531731,"Stránka","Mělník",51,95,53.6842105263158
"940",563358,"Strupčice","Chomutov",248,462,53.6796536796537
"941",560758,"Bor","Tachov",788,1468,53.6784741144414
"942",589365,"Čehovice","Prostějov",155,289,53.6332179930796
"943",561045,"Smržov","Jindřichův Hradec",37,69,53.6231884057971
"944",537560,"Okřínek","Nymburk",52,97,53.6082474226804
"945",541729,"Hořesedly","Rakovník",104,194,53.6082474226804
"946",588237,"Sazomín","Žďár nad Sázavou",67,125,53.6
"947",593346,"Moravské Málkovice","Vyškov",157,293,53.5836177474403
"948",547603,"Bratřice","Pelhřimov",45,84,53.5714285714286
"949",568384,"Zubrnice","Ústí nad Labem",75,140,53.5714285714286
"950",587397,"Prasklice","Kroměříž",60,112,53.5714285714286
"951",595608,"Heřmanov","Žďár nad Sázavou",68,127,53.5433070866142
"952",593818,"Boskovštejn","Znojmo",53,99,53.5353535353535
"953",557803,"Chocenice","Plzeň-jih",152,284,53.5211267605634
"954",566560,"Petrohrad","Louny",152,284,53.5211267605634
"955",565415,"Podsedice","Litoměřice",198,370,53.5135135135135
"956",565458,"Prackovice nad Labem","Litoměřice",160,299,53.5117056856187
"957",549665,"Raškovice","Frýdek-Místek",503,940,53.5106382978723
"958",554618,"Libá","Cheb",168,314,53.5031847133758
"959",569712,"Vilémov","Havlíčkův Brod",275,514,53.5019455252918
"960",540609,"Pavlov","Šumperk",176,329,53.4954407294833
"961",559920,"Kladruby","Rokycany",46,86,53.4883720930233
"962",588164,"Volevčice","Jihlava",23,43,53.4883720930233
"963",598844,"Vlastec","Písek",69,129,53.4883720930233
"964",571083,"Vinary","Hradec Králové",123,230,53.4782608695652
"965",559423,"Rochlov","Plzeň-sever",77,144,53.4722222222222
"966",588806,"Nítkovice","Kroměříž",54,101,53.4653465346535
"967",558591,"Zemětice","Plzeň-jih",85,159,53.4591194968553
"968",578908,"Třebařov","Svitavy",178,333,53.4534534534535
"969",567698,"Měrunice","Teplice",78,146,53.4246575342466
"970",569283,"Kladníky","Přerov",39,73,53.4246575342466
"971",595870,"Kotlasy","Žďár nad Sázavou",39,73,53.4246575342466
"972",545040,"Radotice","Třebíč",47,88,53.4090909090909
"973",583367,"Medlov","Brno-venkov",204,382,53.4031413612565
"974",594156,"Hrušovany nad Jevišovkou","Znojmo",795,1489,53.3915379449295
"975",577421,"Příkrý","Semily",79,148,53.3783783783784
"976",546135,"Ostrava-Jih","Ostrava-město",22630,42399,53.3739003278379
"977",586439,"Nechvalín","Hodonín",95,178,53.3707865168539
"978",589683,"Lešany","Prostějov",103,193,53.3678756476684
"979",546992,"Popelín","Jindřichův Hradec",135,253,53.3596837944664
"980",553646,"Dolánky nad Ohří","Litoměřice",64,120,53.3333333333333
"981",561096,"Hojovice","Pelhřimov",32,60,53.3333333333333
"982",564788,"Prusice","Praha-východ",24,45,53.3333333333333
"983",565059,"Kostomlaty pod Řípem","Litoměřice",96,180,53.3333333333333
"984",569259,"Dolní Nětčice","Přerov",72,135,53.3333333333333
"985",576026,"Zdechovice","Pardubice",152,285,53.3333333333333
"986",566403,"Lipno","Louny",129,242,53.3057851239669
"987",592366,"Medlovice","Uherské Hradiště",129,242,53.3057851239669
"988",561746,"Kunratice u Cvikova","Česká Lípa",146,274,53.2846715328467
"989",551163,"Jinín","Strakonice",49,92,53.2608695652174
"990",531430,"Horka I","Kutná Hora",115,216,53.2407407407407
"991",544701,"Labská Stráň","Děčín",66,124,53.2258064516129
"992",572969,"Chomutice","Jičín",165,310,53.2258064516129
"993",560316,"Bukovany","Sokolov",284,534,53.1835205992509
"994",537519,"Buk","Prachatice",92,173,53.1791907514451
"995",565725,"Veselice","Mladá Boleslav",42,79,53.1645569620253
"996",578673,"Rohozná","Svitavy",185,348,53.1609195402299
"997",555444,"Otročín","Karlovy Vary",101,190,53.1578947368421
"998",566357,"Liběšice","Louny",202,380,53.1578947368421
"999",586838,"Žeraviny","Hodonín",59,111,53.1531531531532
"1000",586781,"Žádovice","Hodonín",204,384,53.125
"1001",561703,"Člunek","Jindřichův Hradec",145,273,53.1135531135531
"1002",572551,"Vysočina","Chrudim",223,420,53.0952380952381
"1003",562858,"Šluknov","Děčín",1004,1891,53.0936012691698
"1004",536091,"Hrabišín","Šumperk",215,405,53.0864197530864
"1005",541885,"Týnec","Klatovy",86,162,53.0864197530864
"1006",563242,"Místo","Chomutov",129,243,53.0864197530864
"1007",533645,"Radovesnice II","Kolín",130,245,53.0612244897959
"1008",566632,"Černíkovice","Plzeň-sever",26,49,53.0612244897959
"1009",564311,"Pertoltice","Liberec",61,115,53.0434782608696
"1010",589608,"Klenovice na Hané","Prostějov",183,345,53.0434782608696
"1011",558176,"Nové Mitrovice","Plzeň-jih",96,181,53.0386740331492
"1012",554391,"Únějovice","Domažlice",35,66,53.030303030303
"1013",531774,"Kadlín","Mělník",44,83,53.0120481927711
"1014",536555,"Krty-Hradec","Strakonice",44,83,53.0120481927711
"1015",578711,"Rychnov na Moravě","Svitavy",141,266,53.0075187969925
"1016",553328,"Vodice","Tábor",53,100,53
"1017",590282,"Bačice","Třebíč",53,100,53
"1018",590584,"Hartvíkovice","Třebíč",159,300,53
"1019",542539,"Píšťany","Litoměřice",62,117,52.991452991453
"1020",590193,"Vrchoslavice","Prostějov",151,285,52.9824561403509
"1021",530611,"Smilkov","Benešov",80,151,52.9801324503311
"1022",592552,"Rudice","Uherské Hradiště",134,253,52.9644268774704
"1023",567779,"Osek","Teplice",1090,2058,52.9640427599611
"1024",575178,"Kladruby nad Labem","Pardubice",170,321,52.9595015576324
"1025",517101,"Potštát","Přerov",296,559,52.9516994633274
"1026",513148,"Polní Voděrady","Kolín",45,85,52.9411764705882
"1027",562238,"Vrchovany","Česká Lípa",27,51,52.9411764705882
"1028",567299,"Malé Březno","Most",63,119,52.9411764705882
"1029",572039,"Podhořany u Ronova","Chrudim",72,136,52.9411764705882
"1030",586536,"Skalka","Hodonín",45,85,52.9411764705882
"1031",595292,"Bohdalov","Žďár nad Sázavou",334,631,52.931854199683
"1032",572390,"Trhová Kamenice","Chrudim",274,518,52.8957528957529
"1033",554537,"Radvanice a Bartovice","Ostrava-město",1567,2963,52.8855889301384
"1034",540731,"Police","Šumperk",55,104,52.8846153846154
"1035",555631,"Teplá","Cheb",569,1076,52.8810408921933
"1036",538795,"Krásná","Cheb",147,278,52.8776978417266
"1037",533491,"Černá Voda","Jeseník",138,261,52.8735632183908
"1038",550141,"Medlovice","Vyškov",92,174,52.8735632183908
"1039",558184,"Oselce","Plzeň-jih",92,174,52.8735632183908
"1040",591904,"Vladislav","Třebíč",361,683,52.8550512445095
"1041",560804,"Částkov","Tachov",102,193,52.8497409326425
"1042",542253,"Příčina","Rakovník",65,123,52.8455284552846
"1043",582646,"Velké Opatovice","Blansko",930,1760,52.8409090909091
"1044",577111,"Holenice","Semily",28,53,52.8301886792453
"1045",595071,"Višňové","Znojmo",299,566,52.8268551236749
"1046",597520,"Krnov","Bruntál",5352,10134,52.8123149792777
"1047",563846,"Vlastiboř","Jablonec nad Nisou",47,89,52.8089887640449
"1048",592048,"Bojkovice","Uherské Hradiště",1194,2261,52.8084918177797
"1049",582603,"Vavřinec","Blansko",254,481,52.8066528066528
"1050",590550,"Dolní Vilémovice","Třebíč",113,214,52.803738317757
"1051",590053,"Stařechovice","Prostějov",151,286,52.7972027972028
"1052",553344,"Jakubovice","Šumperk",57,108,52.7777777777778
"1053",550451,"Nová Pec","Prachatice",143,271,52.7675276752767
"1054",595411,"Bystřice nad Pernštejnem","Žďár nad Sázavou",2211,4191,52.755905511811
"1055",539554,"Odrava","Cheb",48,91,52.7472527472528
"1056",548308,"Kyjov","Havlíčkův Brod",48,91,52.7472527472528
"1057",599425,"Želenice","Kladno",48,91,52.7472527472528
"1058",530221,"Hněvnice","Plzeň-sever",29,55,52.7272727272727
"1059",533891,"Vrbčany","Kolín",87,165,52.7272727272727
"1060",589314,"Brodek u Konice","Prostějov",242,459,52.723311546841
"1061",552241,"Dolní Hořice","Tábor",223,423,52.7186761229314
"1062",545376,"Žár","České Budějovice",78,148,52.7027027027027
"1063",568368,"Hlubočec","Opava",166,315,52.6984126984127
"1064",573230,"Nemyčeves","Jičín",88,167,52.6946107784431
"1065",564419,"Cetyně","Příbram",49,93,52.6881720430108
"1066",590517,"Dalešice","Třebíč",157,298,52.6845637583893
"1067",553816,"Koloveč","Domažlice",265,503,52.6838966202783
"1068",554707,"Nový Kostel","Cheb",108,205,52.6829268292683
"1069",597392,"Hošťálkovy","Bruntál",148,281,52.6690391459075
"1070",554111,"Poběžovice","Domažlice",347,659,52.6555386949924
"1071",572691,"Hradec nad Svitavou","Svitavy",407,773,52.6520051746442
"1072",514446,"Lazníčky","Přerov",60,114,52.6315789473684
"1073",534544,"Vinaře","Kutná Hora",60,114,52.6315789473684
"1074",561673,"Křišťanov","Prachatice",20,38,52.6315789473684
"1075",589845,"Otaslavice","Prostějov",341,648,52.6234567901235
"1076",567647,"Lahošť","Teplice",152,289,52.5951557093426
"1077",537608,"Ústrašín","Pelhřimov",71,135,52.5925925925926
"1078",594377,"Loděnice","Brno-venkov",132,251,52.5896414342629
"1079",567281,"Lužice","Most",153,291,52.5773195876289
"1080",541567,"Vranovice","Příbram",82,156,52.5641025641026
"1081",569011,"Leština u Světlé","Havlíčkův Brod",175,333,52.5525525525526
"1082",553123,"Smilovy Hory","Tábor",103,196,52.5510204081633
"1083",579319,"Chotěvice","Trutnov",227,432,52.5462962962963
"1084",516864,"Podolí","Přerov",62,118,52.5423728813559
"1085",554103,"Řídeč","Olomouc",62,118,52.5423728813559
"1086",542237,"Pochvalov","Rakovník",83,158,52.5316455696203
"1087",596329,"Ořechov","Žďár nad Sázavou",94,179,52.5139664804469
"1088",592927,"Brankovice","Vyškov",230,438,52.5114155251142
"1089",530085,"Bukovník","Klatovy",21,40,52.5
"1090",551848,"Petrovice","Bruntál",42,80,52.5
"1091",560596,"Přebuz","Sokolov",21,40,52.5
"1092",567531,"Hostomice","Teplice",231,440,52.5
"1093",572845,"Lány u Dašic","Pardubice",42,80,52.5
"1094",566446,"Loza","Plzeň-sever",74,141,52.4822695035461
"1095",560111,"Přívětice","Rokycany",64,122,52.4590163934426
"1096",588768,"Morkovice-Slížany","Kroměříž",715,1363,52.4578136463683
"1097",560740,"Bezdružice","Tachov",214,408,52.4509803921569
"1098",598101,"Dolní Domaslavice","Frýdek-Místek",332,633,52.4486571879937
"1099",595861,"Koroužné","Žďár nad Sázavou",75,143,52.4475524475524
"1100",548715,"Řečice","Pelhřimov",43,82,52.4390243902439
"1101",570478,"Nepolisy","Hradec Králové",258,492,52.4390243902439
"1102",588342,"Vícenice","Třebíč",54,103,52.4271844660194
"1103",534706,"Chroustov","Nymburk",65,124,52.4193548387097
"1104",594458,"Miroslav","Znojmo",750,1431,52.4109014675052
"1105",579378,"Jívka","Trutnov",120,229,52.4017467248908
"1106",537306,"Kolaje","Nymburk",22,42,52.3809523809524
"1107",551996,"Ludvíkov","Bruntál",77,147,52.3809523809524
"1108",552275,"Dráchov","Tábor",77,147,52.3809523809524
"1109",561886,"Okna","Česká Lípa",88,168,52.3809523809524
"1110",562033,"Útěchovice pod Stražištěm","Pelhřimov",33,63,52.3809523809524
"1111",571245,"Bylany","Chrudim",111,212,52.3584905660377
"1112",546941,"Dobšice","Znojmo",623,1190,52.3529411764706
"1113",595365,"Březí nad Oslavou","Žďár nad Sázavou",78,149,52.3489932885906
"1114",514471,"Lazníky","Přerov",145,277,52.3465703971119
"1115",547433,"Vlkoš","Přerov",224,428,52.3364485981308
"1116",566187,"Holedeč","Louny",157,300,52.3333333333333
"1117",585271,"Hřivínův Újezd","Zlín",157,300,52.3333333333333
"1118",534391,"Slavošov","Kutná Hora",45,86,52.3255813953488
"1119",551902,"Malá Štáhle","Bruntál",45,86,52.3255813953488
"1120",562173,"Velenice","Česká Lípa",45,86,52.3255813953488
"1121",555703,"Velichov","Karlovy Vary",147,281,52.3131672597865
"1122",546551,"Újezd u Svatého Kříže","Rokycany",68,130,52.3076923076923
"1123",588661,"Lechotice","Kroměříž",103,197,52.2842639593909
"1124",512532,"Bochoř","Přerov",252,482,52.2821576763486
"1125",582280,"Rozsíčka","Blansko",46,88,52.2727272727273
"1126",588474,"Horní Lapač","Kroměříž",69,132,52.2727272727273
"1127",597783,"Rýmařov","Bruntál",1888,3612,52.2702104097453
"1128",533882,"Volárna","Kolín",129,247,52.2267206477733
"1129",542431,"Srbeč","Rakovník",71,136,52.2058823529412
"1130",550108,"Kozlany","Vyškov",83,159,52.2012578616352
"1131",546348,"Srbská Kamenice","Děčín",72,138,52.1739130434783
"1132",557188,"Šelešovice","Kroměříž",84,161,52.1739130434783
"1133",560677,"Šindelová","Sokolov",84,161,52.1739130434783
"1134",561321,"Chyšná","Pelhřimov",24,46,52.1739130434783
"1135",593150,"Kojátky","Vyškov",72,138,52.1739130434783
"1136",547247,"Stříbřec","Jindřichův Hradec",145,278,52.158273381295
"1137",594628,"Plaveč","Znojmo",134,257,52.1400778210117
"1138",567621,"Košťany","Teplice",671,1287,52.1367521367521
"1139",553913,"Meclov","Domažlice",257,493,52.1298174442191
"1140",541796,"Hejná","Klatovy",49,94,52.1276595744681
"1141",570176,"Kosice","Hradec Králové",98,188,52.1276595744681
"1142",542555,"Opočno","Louny",37,71,52.112676056338
"1143",563005,"Boleboř","Chomutov",74,142,52.112676056338
"1144",597121,"Zadní Zhořec","Žďár nad Sázavou",37,71,52.112676056338
"1145",586161,"Dubňany","Hodonín",1595,3062,52.0901371652515
"1146",533408,"Kořenice","Kolín",162,311,52.0900321543408
"1147",502081,"Ústí nad Labem-Neštěmice","Ústí nad Labem",3801,7297,52.0898999588872
"1148",552488,"Vojkovice","Frýdek-Místek",187,359,52.0891364902507
"1149",550833,"Bílsko","Strakonice",50,96,52.0833333333333
"1150",566101,"Štichov","Domažlice",25,48,52.0833333333333
"1151",523640,"Želatovice","Přerov",163,313,52.0766773162939
"1152",572811,"Češov","Jičín",63,121,52.0661157024793
"1153",573451,"Sběř","Jičín",63,121,52.0661157024793
"1154",590622,"Hodov","Třebíč",101,194,52.0618556701031
"1155",562351,"Benešov nad Ploučnicí","Děčín",837,1608,52.0522388059702
"1156",589730,"Mostkovice","Prostějov",444,853,52.0515826494725
"1157",562718,"Malšovice","Děčín",229,440,52.0454545454545
"1158",540161,"Líšnice","Šumperk",102,196,52.0408163265306
"1159",562688,"Klec","Jindřichův Hradec",51,98,52.0408163265306
"1160",568899,"Kozlov","Havlíčkův Brod",64,123,52.0325203252033
"1161",566853,"Tuchořice","Louny",181,348,52.0114942528736
"1162",507113,"Holasovice","Opava",350,673,52.0059435364042
"1163",541346,"Vlčice","Jeseník",104,200,52
"1164",546691,"Lkáň","Litoměřice",39,75,52
"1165",547794,"Hodonín","Chrudim",26,50,52
"1166",589357,"Buková","Prostějov",91,175,52
"1167",596469,"Podolí","Žďár nad Sázavou",26,50,52
"1168",589764,"Nezamyslice","Prostějov",326,627,51.993620414673
"1169",525804,"Bohdíkov","Šumperk",340,654,51.9877675840979
"1170",589080,"Troubky-Zdislavice","Kroměříž",118,227,51.9823788546256
"1171",565997,"Bitozeves","Louny",79,152,51.9736842105263
"1172",589136,"Vítonice","Kroměříž",119,229,51.9650655021834
"1173",566578,"Pnětluky","Louny",93,179,51.9553072625698
"1174",530379,"Drahoňův Újezd","Rokycany",40,77,51.9480519480519
"1175",530859,"Semtěš","Kutná Hora",80,154,51.9480519480519
"1176",568856,"Klokočov","Havlíčkův Brod",40,77,51.9480519480519
"1177",541222,"Úsov","Šumperk",294,566,51.9434628975265
"1178",568953,"Květinov","Havlíčkův Brod",67,129,51.937984496124
"1179",581321,"Běleč","Brno-venkov",67,129,51.937984496124
"1180",564958,"Chotiměř","Litoměřice",81,156,51.9230769230769
"1181",569071,"Malčín","Havlíčkův Brod",68,131,51.9083969465649
"1182",585050,"Zaječí","Břeclav",340,655,51.9083969465649
"1183",510131,"Skřipov","Opava",286,551,51.9056261343013
"1184",589381,"Čechy pod Kosířem","Prostějov",286,551,51.9056261343013
"1185",552569,"Staříč","Frýdek-Místek",577,1112,51.8884892086331
"1186",538922,"Okrouhlá","Cheb",55,106,51.8867924528302
"1187",559237,"Mladotice","Plzeň-sever",152,293,51.877133105802
"1188",572560,"Banín","Svitavy",83,160,51.875
"1189",568333,"Štáblovice","Opava",180,347,51.8731988472622
"1190",546526,"Těškov","Rokycany",97,187,51.8716577540107
"1191",568236,"Děhylov","Opava",208,401,51.8703241895262
"1192",548375,"Čečkovice","Havlíčkův Brod",28,54,51.8518518518518
"1193",577898,"Březiny","Svitavy",42,81,51.8518518518518
"1194",589616,"Klopotovice","Prostějov",84,162,51.8518518518518
